time,targetX,targetY,x,y,theta,E3,E4,dE3,dE4,L,R,dS,dtheta,motorL,motorR,distance,angleError
10.18278980255127,1.0,1.0,1.0164032869060602,0.638331351084081,1.572145808175304,5791,5797,32,34,0.020943951023931952,0.022252947962927698,0.021598449493429824,0.0067474069020399255,15,20,0.3620404389429291,0.043973920248930876
10.31938648223877,1.0,1.0,1.0162711339989081,0.6589476293193308,1.5822669185283638,5821,5830,30,33,0.019634954084936207,0.021598449493429827,0.02061670178918302,0.010121110353059896,16,19,0.3414402866512899,0.03620186932427116
10.463073968887329,1.0,1.0,1.0159602472253504,0.679889272853373,1.5890143254304037,5852,5863,31,33,0.02028945255443408,0.021598449493429827,0.020943951023931956,0.0067474069020399255,16,19,0.3205083573416403,0.0315992693260958
10.619822978973389,1.0,1.0,1.0156194450221059,0.7005031576527592,1.5856406219793837,5884,5894,32,31,0.020943951023931952,0.02028945255443408,0.02061670178918302,-0.0033737034510199536,15,20,0.29990386065998986,0.03726078565117441
10.757080793380737,1.0,1.0,1.015279412613527,0.7234080802681178,1.5856406219793837,5919,5929,35,35,0.022907446432425576,0.022907446432425576,0.022907446432425576,0.0,15,20,0.277013628745559,0.04034133194800482
10.89146113395691,1.0,1.0,1.0149976714749902,0.7423864447208434,1.5856406219793837,5948,5958,29,29,0.018980455615438332,0.018980455615438332,0.018980455615438332,0.0,15,20,0.2580497510427763,0.04330777664151708
11.027685165405273,1.0,1.0,1.0146893266244357,0.7610371023964785,1.5890143254304037,5976,5987,28,29,0.01832595714594046,0.018980455615438332,0.018653206380689395,0.0033737034510199536,15,20,0.23941395687751887,0.043175909806478785
11.16683030128479,1.0,1.0,1.0142856149752146,0.7783766127142936,1.5991354357834635,6001,6015,25,28,0.016362461737446838,0.01832595714594046,0.01734420944169365,0.010121110353059914,16,19,0.22208332802623948,0.036030806789215664
11.304743528366089,1.0,1.0,1.0137848886107257,0.7960409758463491,1.5991354357834635,6028,6042,27,27,0.017671458676442587,0.017671458676442587,0.017671458676442587,0.0,15,20,0.20442432997987214,0.039144820589583906
11.443454027175903,1.0,1.0,1.0132838393001937,0.812723164009892,1.6025091392344835,6053,6068,25,26,0.016362461737446838,0.017016960206944712,0.016689710972195775,0.0033737034510199714,15,20,0.18774736665268887,0.039100152616242
11.60170865058899,1.0,1.0,1.0127631409970919,0.8300595556308286,1.5991354357834635,6080,6094,27,26,0.017671458676442587,0.017016960206944712,0.01734420944169365,-0.0033737034510199714,15,20,0.17041904940617142,0.04662376919837419
11.738816738128662,1.0,1.0,1.0121198132391043,0.8503388064639938,1.6058828426855034,6110,6126,30,32,0.019634954084936207,0.020943951023931952,0.02028945255443408,0.0067474069020399255,15,20,0.15015113294135565,0.045718819687083245
11.877573490142822,1.0,1.0,1.01144995020658,0.867015069110435,1.6160039530385633,6134,6153,24,27,0.015707963267948967,0.017671458676442587,0.01668971097219578,0.010121110353059896,15,20,0.13347693884501372,0.04068016527919771
12.013542413711548,1.0,1.0,1.0106369006306402,0.8843402112900651,1.6193776564895832,6160,6180,26,27,0.017016960206944712,0.017671458676442587,0.01734420944169365,0.0033737034510199714,15,20,0.11614788151082607,0.04312783915227181
12.149152278900146,1.0,1.0,1.009798292494213,0.9010088401697586,1.6227513599406032,6185,6206,25,26,0.016362461737446838,0.017016960206944712,0.016689710972195775,0.0033737034510199714,15,20,0.09947490266564002,0.04670509221617669
12.288879871368408,1.0,1.0,1.0088572458895944,0.9179997602735279,1.629498766842643,6210,6233,25,27,0.016362461737446838,0.017671458676442587,0.017016960206944712,0.006747406902039943,15,20,0.08247720970030221,0.048895276780464014
12.427793979644775,1.0,1.0,1.0077570020725044,0.9372760910998262,1.626125063391623,6240,6262,30,29,0.019634954084936207,0.018980455615438332,0.01930770485018727,-0.0033737034510199714,14,21,0.06320173912852504,0.0677155049307947
